file	variable	exists	type	sample_value	timing_relevance
session#88723da1687f/Results/April-14-2024_ 3-25-16_PM_Subject_is_XXX_selected_run_id_4.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#88723da1687f/Results/April-14-2024_ 3-25-16_PM_Subject_is_XXX_selected_run_id_4.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#88723da1687f/Results/April-14-2024_ 3-25-16_PM_Subject_is_XXX_selected_run_id_4.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#88723da1687f/Results/April-14-2024_ 3-25-16_PM_Subject_is_XXX_selected_run_id_4.mat	comment	YES	ndarray	['<REDACTED_ID>']	IDENTITY_ONLY
session#88723da1687f/Results/April-14-2024_ 3-25-16_PM_Subject_is_XXX_selected_run_id_4.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#88723da1687f/Results/April-14-2024_ 3-25-16_PM_Subject_is_XXX_selected_run_id_4.mat	outputFileID	YES	ndarray	[[6]]	IDENTITY_ONLY
session#88723da1687f/Results/April-14-2024_ 3-25-16_PM_Subject_is_XXX_selected_run_id_4.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#88723da1687f/Results/April-14-2024_ 3-25-16_PM_Subject_is_XXX_selected_run_id_4.mat	run_id	YES	ndarray	[[4]]	IDENTITY_ONLY
session#88723da1687f/Results/April-14-2024_ 3-25-16_PM_Subject_is_XXX_selected_run_id_4.mat	t	YES	ndarray	['April-14-2024_ 3-25-16_PM']	IDENTITY_ONLY
session#88723da1687f/Results/April-14-2024_ 3-25-16_PM_Subject_is_XXX_selected_run_id_4.mat	x	YES	ndarray	[[array(['<REDACTED_ID>'], dtype='<U6')]]	IDENTITY_ONLY
session#88723da1687f/Results/April-14-2024_ 3-25-16_PM_Subject_is_XXX_selected_run_id_4.mat	y	YES	ndarray	[[array(['4'], dtype='<U1')]]	IDENTITY_ONLY
session#88723da1687f/Results/April-14-2024_ 3-25-16_PM_Subject_is_XXX_selected_run_id_4.mat	triggerTimes	NO			ABSENT
session#88723da1687f/Results/April-14-2024_ 3-25-16_PM_Subject_is_XXX_selected_run_id_4.mat	vbl	NO			ABSENT
session#88723da1687f/Results/April-14-2024_ 3-25-16_PM_Subject_is_XXX_selected_run_id_4.mat	frameTimes	NO			ABSENT
session#88723da1687f/Results/April-14-2024_ 3-25-16_PM_Subject_is_XXX_selected_run_id_4.mat	onset	NO			ABSENT
session#88723da1687f/Results/April-14-2024_ 3-25-16_PM_Subject_is_XXX_selected_run_id_4.mat	timestamps	NO			ABSENT
session#2b9f75b5b15c/Results/October-15-2023_10-04-31_AM_Subject_is_XXX_selected_run_id_1.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-04-31_AM_Subject_is_XXX_selected_run_id_1.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-04-31_AM_Subject_is_XXX_selected_run_id_1.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-04-31_AM_Subject_is_XXX_selected_run_id_1.mat	comment	YES	ndarray	['<REDACTED_ID>']	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-04-31_AM_Subject_is_XXX_selected_run_id_1.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-04-31_AM_Subject_is_XXX_selected_run_id_1.mat	outputFileID	YES	ndarray	[[3]]	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-04-31_AM_Subject_is_XXX_selected_run_id_1.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-04-31_AM_Subject_is_XXX_selected_run_id_1.mat	run_id	YES	ndarray	[[1]]	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-04-31_AM_Subject_is_XXX_selected_run_id_1.mat	t	YES	ndarray	['October-15-2023_10-04-31_AM']	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-04-31_AM_Subject_is_XXX_selected_run_id_1.mat	x	YES	ndarray	[[array(['<REDACTED_ID>'], dtype='<U6')]]	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-04-31_AM_Subject_is_XXX_selected_run_id_1.mat	y	YES	ndarray	[[array(['1'], dtype='<U1')]]	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-04-31_AM_Subject_is_XXX_selected_run_id_1.mat	triggerTimes	NO			ABSENT
session#2b9f75b5b15c/Results/October-15-2023_10-04-31_AM_Subject_is_XXX_selected_run_id_1.mat	vbl	NO			ABSENT
session#2b9f75b5b15c/Results/October-15-2023_10-04-31_AM_Subject_is_XXX_selected_run_id_1.mat	frameTimes	NO			ABSENT
session#2b9f75b5b15c/Results/October-15-2023_10-04-31_AM_Subject_is_XXX_selected_run_id_1.mat	onset	NO			ABSENT
session#2b9f75b5b15c/Results/October-15-2023_10-04-31_AM_Subject_is_XXX_selected_run_id_1.mat	timestamps	NO			ABSENT
session#2b9f75b5b15c/Results/October-15-2023_10-10-43_AM_Subject_is_XXX_selected_run_id_2.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-10-43_AM_Subject_is_XXX_selected_run_id_2.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-10-43_AM_Subject_is_XXX_selected_run_id_2.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-10-43_AM_Subject_is_XXX_selected_run_id_2.mat	comment	YES	ndarray	['<REDACTED_ID>']	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-10-43_AM_Subject_is_XXX_selected_run_id_2.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-10-43_AM_Subject_is_XXX_selected_run_id_2.mat	outputFileID	YES	ndarray	[[4]]	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-10-43_AM_Subject_is_XXX_selected_run_id_2.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-10-43_AM_Subject_is_XXX_selected_run_id_2.mat	run_id	YES	ndarray	[[2]]	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-10-43_AM_Subject_is_XXX_selected_run_id_2.mat	t	YES	ndarray	['October-15-2023_10-10-43_AM']	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-10-43_AM_Subject_is_XXX_selected_run_id_2.mat	x	YES	ndarray	[[array(['<REDACTED_ID>'], dtype='<U6')]]	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-10-43_AM_Subject_is_XXX_selected_run_id_2.mat	y	YES	ndarray	[[array(['2'], dtype='<U1')]]	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-10-43_AM_Subject_is_XXX_selected_run_id_2.mat	triggerTimes	NO			ABSENT
session#2b9f75b5b15c/Results/October-15-2023_10-10-43_AM_Subject_is_XXX_selected_run_id_2.mat	vbl	NO			ABSENT
session#2b9f75b5b15c/Results/October-15-2023_10-10-43_AM_Subject_is_XXX_selected_run_id_2.mat	frameTimes	NO			ABSENT
session#2b9f75b5b15c/Results/October-15-2023_10-10-43_AM_Subject_is_XXX_selected_run_id_2.mat	onset	NO			ABSENT
session#2b9f75b5b15c/Results/October-15-2023_10-10-43_AM_Subject_is_XXX_selected_run_id_2.mat	timestamps	NO			ABSENT
session#2b9f75b5b15c/Results/October-15-2023_10-15-13_AM_Subject_is_XXX_selected_run_id_3.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-15-13_AM_Subject_is_XXX_selected_run_id_3.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-15-13_AM_Subject_is_XXX_selected_run_id_3.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-15-13_AM_Subject_is_XXX_selected_run_id_3.mat	comment	YES	ndarray	['<REDACTED_ID>']	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-15-13_AM_Subject_is_XXX_selected_run_id_3.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-15-13_AM_Subject_is_XXX_selected_run_id_3.mat	outputFileID	YES	ndarray	[[5]]	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-15-13_AM_Subject_is_XXX_selected_run_id_3.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-15-13_AM_Subject_is_XXX_selected_run_id_3.mat	run_id	YES	ndarray	[[3]]	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-15-13_AM_Subject_is_XXX_selected_run_id_3.mat	t	YES	ndarray	['October-15-2023_10-15-13_AM']	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-15-13_AM_Subject_is_XXX_selected_run_id_3.mat	x	YES	ndarray	[[array(['<REDACTED_ID>'], dtype='<U6')]]	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-15-13_AM_Subject_is_XXX_selected_run_id_3.mat	y	YES	ndarray	[[array(['3'], dtype='<U1')]]	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-15-13_AM_Subject_is_XXX_selected_run_id_3.mat	triggerTimes	NO			ABSENT
session#2b9f75b5b15c/Results/October-15-2023_10-15-13_AM_Subject_is_XXX_selected_run_id_3.mat	vbl	NO			ABSENT
session#2b9f75b5b15c/Results/October-15-2023_10-15-13_AM_Subject_is_XXX_selected_run_id_3.mat	frameTimes	NO			ABSENT
session#2b9f75b5b15c/Results/October-15-2023_10-15-13_AM_Subject_is_XXX_selected_run_id_3.mat	onset	NO			ABSENT
session#2b9f75b5b15c/Results/October-15-2023_10-15-13_AM_Subject_is_XXX_selected_run_id_3.mat	timestamps	NO			ABSENT
session#2b9f75b5b15c/Results/October-15-2023_10-19-05_AM_Subject_is_XXX_selected_run_id_4.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-19-05_AM_Subject_is_XXX_selected_run_id_4.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-19-05_AM_Subject_is_XXX_selected_run_id_4.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-19-05_AM_Subject_is_XXX_selected_run_id_4.mat	comment	YES	ndarray	['<REDACTED_ID>']	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-19-05_AM_Subject_is_XXX_selected_run_id_4.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-19-05_AM_Subject_is_XXX_selected_run_id_4.mat	outputFileID	YES	ndarray	[[6]]	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-19-05_AM_Subject_is_XXX_selected_run_id_4.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-19-05_AM_Subject_is_XXX_selected_run_id_4.mat	run_id	YES	ndarray	[[4]]	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-19-05_AM_Subject_is_XXX_selected_run_id_4.mat	t	YES	ndarray	['October-15-2023_10-19-05_AM']	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-19-05_AM_Subject_is_XXX_selected_run_id_4.mat	x	YES	ndarray	[[array(['<REDACTED_ID>'], dtype='<U6')]]	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-19-05_AM_Subject_is_XXX_selected_run_id_4.mat	y	YES	ndarray	[[array(['4'], dtype='<U1')]]	IDENTITY_ONLY
session#2b9f75b5b15c/Results/October-15-2023_10-19-05_AM_Subject_is_XXX_selected_run_id_4.mat	triggerTimes	NO			ABSENT
session#2b9f75b5b15c/Results/October-15-2023_10-19-05_AM_Subject_is_XXX_selected_run_id_4.mat	vbl	NO			ABSENT
session#2b9f75b5b15c/Results/October-15-2023_10-19-05_AM_Subject_is_XXX_selected_run_id_4.mat	frameTimes	NO			ABSENT
session#2b9f75b5b15c/Results/October-15-2023_10-19-05_AM_Subject_is_XXX_selected_run_id_4.mat	onset	NO			ABSENT
session#2b9f75b5b15c/Results/October-15-2023_10-19-05_AM_Subject_is_XXX_selected_run_id_4.mat	timestamps	NO			ABSENT
session#6b9230b29646/Results/April-13-2024_10-38-02_AM_Subject_is_XXX_selected_run_id_1.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-38-02_AM_Subject_is_XXX_selected_run_id_1.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-38-02_AM_Subject_is_XXX_selected_run_id_1.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-38-02_AM_Subject_is_XXX_selected_run_id_1.mat	comment	YES	ndarray	['<REDACTED_ID>']	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-38-02_AM_Subject_is_XXX_selected_run_id_1.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-38-02_AM_Subject_is_XXX_selected_run_id_1.mat	outputFileID	YES	ndarray	[[3]]	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-38-02_AM_Subject_is_XXX_selected_run_id_1.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-38-02_AM_Subject_is_XXX_selected_run_id_1.mat	run_id	YES	ndarray	[[1]]	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-38-02_AM_Subject_is_XXX_selected_run_id_1.mat	t	YES	ndarray	['April-13-2024_10-38-02_AM']	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-38-02_AM_Subject_is_XXX_selected_run_id_1.mat	x	YES	ndarray	[[array(['<REDACTED_ID>'], dtype='<U6')]]	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-38-02_AM_Subject_is_XXX_selected_run_id_1.mat	y	YES	ndarray	[[array(['1'], dtype='<U1')]]	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-38-02_AM_Subject_is_XXX_selected_run_id_1.mat	triggerTimes	NO			ABSENT
session#6b9230b29646/Results/April-13-2024_10-38-02_AM_Subject_is_XXX_selected_run_id_1.mat	vbl	NO			ABSENT
session#6b9230b29646/Results/April-13-2024_10-38-02_AM_Subject_is_XXX_selected_run_id_1.mat	frameTimes	NO			ABSENT
session#6b9230b29646/Results/April-13-2024_10-38-02_AM_Subject_is_XXX_selected_run_id_1.mat	onset	NO			ABSENT
session#6b9230b29646/Results/April-13-2024_10-38-02_AM_Subject_is_XXX_selected_run_id_1.mat	timestamps	NO			ABSENT
session#6b9230b29646/Results/April-13-2024_10-43-24_AM_Subject_is_XXX_selected_run_id_2.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-43-24_AM_Subject_is_XXX_selected_run_id_2.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-43-24_AM_Subject_is_XXX_selected_run_id_2.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-43-24_AM_Subject_is_XXX_selected_run_id_2.mat	comment	YES	ndarray	['<REDACTED_ID>']	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-43-24_AM_Subject_is_XXX_selected_run_id_2.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-43-24_AM_Subject_is_XXX_selected_run_id_2.mat	outputFileID	YES	ndarray	[[5]]	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-43-24_AM_Subject_is_XXX_selected_run_id_2.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-43-24_AM_Subject_is_XXX_selected_run_id_2.mat	run_id	YES	ndarray	[[2]]	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-43-24_AM_Subject_is_XXX_selected_run_id_2.mat	t	YES	ndarray	['April-13-2024_10-43-24_AM']	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-43-24_AM_Subject_is_XXX_selected_run_id_2.mat	x	YES	ndarray	[[array(['<REDACTED_ID>'], dtype='<U6')]]	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-43-24_AM_Subject_is_XXX_selected_run_id_2.mat	y	YES	ndarray	[[array(['2'], dtype='<U1')]]	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-43-24_AM_Subject_is_XXX_selected_run_id_2.mat	triggerTimes	NO			ABSENT
session#6b9230b29646/Results/April-13-2024_10-43-24_AM_Subject_is_XXX_selected_run_id_2.mat	vbl	NO			ABSENT
session#6b9230b29646/Results/April-13-2024_10-43-24_AM_Subject_is_XXX_selected_run_id_2.mat	frameTimes	NO			ABSENT
session#6b9230b29646/Results/April-13-2024_10-43-24_AM_Subject_is_XXX_selected_run_id_2.mat	onset	NO			ABSENT
session#6b9230b29646/Results/April-13-2024_10-43-24_AM_Subject_is_XXX_selected_run_id_2.mat	timestamps	NO			ABSENT
session#6b9230b29646/Results/April-13-2024_10-47-39_AM_Subject_is_XXX_selected_run_id_3.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-47-39_AM_Subject_is_XXX_selected_run_id_3.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-47-39_AM_Subject_is_XXX_selected_run_id_3.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-47-39_AM_Subject_is_XXX_selected_run_id_3.mat	comment	YES	ndarray	['<REDACTED_ID>']	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-47-39_AM_Subject_is_XXX_selected_run_id_3.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-47-39_AM_Subject_is_XXX_selected_run_id_3.mat	outputFileID	YES	ndarray	[[6]]	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-47-39_AM_Subject_is_XXX_selected_run_id_3.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-47-39_AM_Subject_is_XXX_selected_run_id_3.mat	run_id	YES	ndarray	[[3]]	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-47-39_AM_Subject_is_XXX_selected_run_id_3.mat	t	YES	ndarray	['April-13-2024_10-47-39_AM']	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-47-39_AM_Subject_is_XXX_selected_run_id_3.mat	x	YES	ndarray	[[array(['<REDACTED_ID>'], dtype='<U6')]]	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-47-39_AM_Subject_is_XXX_selected_run_id_3.mat	y	YES	ndarray	[[array(['3'], dtype='<U1')]]	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-47-39_AM_Subject_is_XXX_selected_run_id_3.mat	triggerTimes	NO			ABSENT
session#6b9230b29646/Results/April-13-2024_10-47-39_AM_Subject_is_XXX_selected_run_id_3.mat	vbl	NO			ABSENT
session#6b9230b29646/Results/April-13-2024_10-47-39_AM_Subject_is_XXX_selected_run_id_3.mat	frameTimes	NO			ABSENT
session#6b9230b29646/Results/April-13-2024_10-47-39_AM_Subject_is_XXX_selected_run_id_3.mat	onset	NO			ABSENT
session#6b9230b29646/Results/April-13-2024_10-47-39_AM_Subject_is_XXX_selected_run_id_3.mat	timestamps	NO			ABSENT
session#6b9230b29646/Results/April-13-2024_10-52-27_AM_Subject_is_XXX_selected_run_id_4.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-52-27_AM_Subject_is_XXX_selected_run_id_4.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-52-27_AM_Subject_is_XXX_selected_run_id_4.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-52-27_AM_Subject_is_XXX_selected_run_id_4.mat	comment	YES	ndarray	['<REDACTED_ID>']	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-52-27_AM_Subject_is_XXX_selected_run_id_4.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-52-27_AM_Subject_is_XXX_selected_run_id_4.mat	outputFileID	YES	ndarray	[[7]]	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-52-27_AM_Subject_is_XXX_selected_run_id_4.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-52-27_AM_Subject_is_XXX_selected_run_id_4.mat	run_id	YES	ndarray	[[4]]	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-52-27_AM_Subject_is_XXX_selected_run_id_4.mat	t	YES	ndarray	['April-13-2024_10-52-27_AM']	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-52-27_AM_Subject_is_XXX_selected_run_id_4.mat	x	YES	ndarray	[[array(['<REDACTED_ID>'], dtype='<U6')]]	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-52-27_AM_Subject_is_XXX_selected_run_id_4.mat	y	YES	ndarray	[[array(['4'], dtype='<U1')]]	IDENTITY_ONLY
session#6b9230b29646/Results/April-13-2024_10-52-27_AM_Subject_is_XXX_selected_run_id_4.mat	triggerTimes	NO			ABSENT
session#6b9230b29646/Results/April-13-2024_10-52-27_AM_Subject_is_XXX_selected_run_id_4.mat	vbl	NO			ABSENT
session#6b9230b29646/Results/April-13-2024_10-52-27_AM_Subject_is_XXX_selected_run_id_4.mat	frameTimes	NO			ABSENT
session#6b9230b29646/Results/April-13-2024_10-52-27_AM_Subject_is_XXX_selected_run_id_4.mat	onset	NO			ABSENT
session#6b9230b29646/Results/April-13-2024_10-52-27_AM_Subject_is_XXX_selected_run_id_4.mat	timestamps	NO			ABSENT
session#eecea208e9b4/Results/November-04-2023_ 1-10-09_PM_Subject_is_XXX_selected_run_id_1.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#eecea208e9b4/Results/November-04-2023_ 1-10-09_PM_Subject_is_XXX_selected_run_id_1.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#eecea208e9b4/Results/November-04-2023_ 1-10-09_PM_Subject_is_XXX_selected_run_id_1.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#eecea208e9b4/Results/November-04-2023_ 1-10-09_PM_Subject_is_XXX_selected_run_id_1.mat	comment	YES	ndarray	['G05']	IDENTITY_ONLY
session#eecea208e9b4/Results/November-04-2023_ 1-10-09_PM_Subject_is_XXX_selected_run_id_1.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
session#eecea208e9b4/Results/November-04-2023_ 1-10-09_PM_Subject_is_XXX_selected_run_id_1.mat	outputFileID	YES	ndarray	[[3]]	IDENTITY_ONLY
session#eecea208e9b4/Results/November-04-2023_ 1-10-09_PM_Subject_is_XXX_selected_run_id_1.mat	resultdir	YES	ndarray	['Results']	IDENTITY_ONLY
session#eecea208e9b4/Results/November-04-2023_ 1-10-09_PM_Subject_is_XXX_selected_run_id_1.mat	run_id	YES	ndarray	[[1]]	IDENTITY_ONLY
session#eecea208e9b4/Results/November-04-2023_ 1-10-09_PM_Subject_is_XXX_selected_run_id_1.mat	t	YES	ndarray	['November-04-2023_ 1-10-09_PM']	IDENTITY_ONLY
session#eecea208e9b4/Results/November-04-2023_ 1-10-09_PM_Subject_is_XXX_selected_run_id_1.mat	x	YES	ndarray	[[array(['G05'], dtype='<U3')]]	IDENTITY_ONLY
session#eecea208e9b4/Results/November-04-2023_ 1-10-09_PM_Subject_is_XXX_selected_run_id_1.mat	y	YES	ndarray	[[array(['1'], dtype='<U1')]]	IDENTITY_ONLY
session#eecea208e9b4/Results/November-04-2023_ 1-10-09_PM_Subject_is_XXX_selected_run_id_1.mat	triggerTimes	NO			ABSENT
session#eecea208e9b4/Results/November-04-2023_ 1-10-09_PM_Subject_is_XXX_selected_run_id_1.mat	vbl	NO			ABSENT
session#eecea208e9b4/Results/November-04-2023_ 1-10-09_PM_Subject_is_XXX_selected_run_id_1.mat	frameTimes	NO			ABSENT
session#eecea208e9b4/Results/November-04-2023_ 1-10-09_PM_Subject_is_XXX_selected_run_id_1.mat	onset	NO			ABSENT
session#eecea208e9b4/Results/November-04-2023_ 1-10-09_PM_Subject_is_XXX_selected_run_id_1.mat	timestamps	NO			ABSENT
session#eecea208e9b4/Results/November-04-2023_ 1-13-57_PM_Subject_is_XXX_selected_run_id_2.mat	ans	YES	ndarray	[[0]]	IDENTITY_ONLY
session#eecea208e9b4/Results/November-04-2023_ 1-13-57_PM_Subject_is_XXX_selected_run_id_2.mat	answer	YES	ndarray	['Yes']	IDENTITY_ONLY
session#eecea208e9b4/Results/November-04-2023_ 1-13-57_PM_Subject_is_XXX_selected_run_id_2.mat	change_eye	YES	ndarray	[[0]]	IDENTITY_ONLY
session#eecea208e9b4/Results/November-04-2023_ 1-13-57_PM_Subject_is_XXX_selected_run_id_2.mat	comment	YES	ndarray	['G05']	IDENTITY_ONLY
session#eecea208e9b4/Results/November-04-2023_ 1-13-57_PM_Subject_is_XXX_selected_run_id_2.mat	outputFile	YES	ndarray	['<REDACTED_WINPATH> Shmuel Lab\\Desktop\\Mendola-Shmuel-Matlab-Code\\3-Movie_Data\\output.txt']	IDENTITY_ONLY
