image_identifier	subject	session	run	filename	image_path	model_estimated_artifact_probability	model_confidence	model_uncertainty	n_mc_runs	n_artifact_votes	model	inference_date
sub-054_ses-02_run-03_T1w.nii.gz	sub-054	ses-02	03	sub-054_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-054/ses-02/anat/sub-054_ses-02_run-03_T1w.nii.gz	30.0	70.0	0.881291	10	3	Pizarro2023-FINAL	2026-07-22
sub-056_ses-01_run-01_T1w.nii.gz	sub-056	ses-01	01	sub-056_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-056/ses-01/anat/sub-056_ses-01_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-056_ses-01_run-02_T1w.nii.gz	sub-056	ses-01	02	sub-056_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-056/ses-01/anat/sub-056_ses-01_run-02_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-057_ses-01_run-01_T1w.nii.gz	sub-057	ses-01	01	sub-057_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-057/ses-01/anat/sub-057_ses-01_run-01_T1w.nii.gz	10.0	90.0	0.468996	10	1	Pizarro2023-FINAL	2026-07-24
sub-057_ses-01_run-02_T1w.nii.gz	sub-057	ses-01	02	sub-057_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-057/ses-01/anat/sub-057_ses-01_run-02_T1w.nii.gz	20.0	80.0	0.721928	10	2	Pizarro2023-FINAL	2026-07-24
sub-057_ses-01_run-03_T1w.nii.gz	sub-057	ses-01	03	sub-057_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-057/ses-01/anat/sub-057_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-24
sub-057_ses-02_run-01_T1w.nii.gz	sub-057	ses-02	01	sub-057_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-057/ses-02/anat/sub-057_ses-02_run-01_T1w.nii.gz	70.0	70.0	0.881291	10	7	Pizarro2023-FINAL	2026-07-24
sub-057_ses-02_run-02_T1w.nii.gz	sub-057	ses-02	02	sub-057_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-057/ses-02/anat/sub-057_ses-02_run-02_T1w.nii.gz	50.0	50.0	1.0	10	5	Pizarro2023-FINAL	2026-07-24
sub-057_ses-02_run-03_T1w.nii.gz	sub-057	ses-02	03	sub-057_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-057/ses-02/anat/sub-057_ses-02_run-03_T1w.nii.gz	70.0	70.0	0.881291	10	7	Pizarro2023-FINAL	2026-07-24
sub-058_ses-01_run-01_T1w.nii.gz	sub-058	ses-01	01	sub-058_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-058/ses-01/anat/sub-058_ses-01_run-01_T1w.nii.gz	50.0	50.0	1.0	10	5	Pizarro2023-FINAL	2026-07-22
sub-058_ses-01_run-02_T1w.nii.gz	sub-058	ses-01	02	sub-058_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-058/ses-01/anat/sub-058_ses-01_run-02_T1w.nii.gz	70.0	70.0	0.881291	10	7	Pizarro2023-FINAL	2026-07-22
sub-058_ses-01_run-03_T1w.nii.gz	sub-058	ses-01	03	sub-058_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-058/ses-01/anat/sub-058_ses-01_run-03_T1w.nii.gz	50.0	50.0	1.0	10	5	Pizarro2023-FINAL	2026-07-22
sub-059_ses-01_run-01_T1w.nii.gz	sub-059	ses-01	01	sub-059_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-059/ses-01/anat/sub-059_ses-01_run-01_T1w.nii.gz	70.0	70.0	0.881291	10	7	Pizarro2023-FINAL	2026-07-22
sub-059_ses-01_run-02_T1w.nii.gz	sub-059	ses-01	02	sub-059_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-059/ses-01/anat/sub-059_ses-01_run-02_T1w.nii.gz	20.0	80.0	0.721928	10	2	Pizarro2023-FINAL	2026-07-22
sub-059_ses-01_run-03_T1w.nii.gz	sub-059	ses-01	03	sub-059_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-059/ses-01/anat/sub-059_ses-01_run-03_T1w.nii.gz	20.0	80.0	0.721928	10	2	Pizarro2023-FINAL	2026-07-22
sub-060_ses-01_run-01_T1w.nii.gz	sub-060	ses-01	01	sub-060_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-060/ses-01/anat/sub-060_ses-01_run-01_T1w.nii.gz	0.0	100.0	0.0	10	0	Pizarro2023-FINAL	2026-07-22
sub-060_ses-01_run-02_T1w.nii.gz	sub-060	ses-01	02	sub-060_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-060/ses-01/anat/sub-060_ses-01_run-02_T1w.nii.gz	0.0	100.0	0.0	10	0	Pizarro2023-FINAL	2026-07-22
sub-060_ses-01_run-03_T1w.nii.gz	sub-060	ses-01	03	sub-060_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-060/ses-01/anat/sub-060_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-061_ses-01_run-01_T1w.nii.gz	sub-061	ses-01	01	sub-061_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-061/ses-01/anat/sub-061_ses-01_run-01_T1w.nii.gz	90.0	90.0	0.468996	10	9	Pizarro2023-FINAL	2026-07-22
sub-061_ses-01_run-02_T1w.nii.gz	sub-061	ses-01	02	sub-061_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-061/ses-01/anat/sub-061_ses-01_run-02_T1w.nii.gz	80.0	80.0	0.721928	10	8	Pizarro2023-FINAL	2026-07-22
sub-062_ses-01_run-01_T1w.nii.gz	sub-062	ses-01	01	sub-062_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-062/ses-01/anat/sub-062_ses-01_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-062_ses-01_run-02_T1w.nii.gz	sub-062	ses-01	02	sub-062_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-062/ses-01/anat/sub-062_ses-01_run-02_T1w.nii.gz	20.0	80.0	0.721928	10	2	Pizarro2023-FINAL	2026-07-22
sub-062_ses-01_run-03_T1w.nii.gz	sub-062	ses-01	03	sub-062_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-062/ses-01/anat/sub-062_ses-01_run-03_T1w.nii.gz	30.0	70.0	0.881291	10	3	Pizarro2023-FINAL	2026-07-22
sub-063_ses-01_run-01_T1w.nii.gz	sub-063	ses-01	01	sub-063_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-063/ses-01/anat/sub-063_ses-01_run-01_T1w.nii.gz	30.0	70.0	0.881291	10	3	Pizarro2023-FINAL	2026-07-22
sub-063_ses-01_run-02_T1w.nii.gz	sub-063	ses-01	02	sub-063_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-063/ses-01/anat/sub-063_ses-01_run-02_T1w.nii.gz	30.0	70.0	0.881291	10	3	Pizarro2023-FINAL	2026-07-22
sub-064_ses-01_run-01_T1w.nii.gz	sub-064	ses-01	01	sub-064_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-064/ses-01/anat/sub-064_ses-01_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-24
sub-064_ses-01_run-02_T1w.nii.gz	sub-064	ses-01	02	sub-064_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-064/ses-01/anat/sub-064_ses-01_run-02_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-24
sub-064_ses-01_run-03_T1w.nii.gz	sub-064	ses-01	03	sub-064_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-064/ses-01/anat/sub-064_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-24
sub-064_ses-02_run-01_T1w.nii.gz	sub-064	ses-02	01	sub-064_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-064/ses-02/anat/sub-064_ses-02_run-01_T1w.nii.gz	90.0	90.0	0.468996	10	9	Pizarro2023-FINAL	2026-07-24
sub-064_ses-02_run-02_T1w.nii.gz	sub-064	ses-02	02	sub-064_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-064/ses-02/anat/sub-064_ses-02_run-02_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-24
sub-065_ses-01_run-01_T1w.nii.gz	sub-065	ses-01	01	sub-065_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-065/ses-01/anat/sub-065_ses-01_run-01_T1w.nii.gz	70.0	70.0	0.881291	10	7	Pizarro2023-FINAL	2026-07-22
sub-065_ses-01_run-02_T1w.nii.gz	sub-065	ses-01	02	sub-065_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-065/ses-01/anat/sub-065_ses-01_run-02_T1w.nii.gz	50.0	50.0	1.0	10	5	Pizarro2023-FINAL	2026-07-22
sub-065_ses-01_run-03_T1w.nii.gz	sub-065	ses-01	03	sub-065_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-065/ses-01/anat/sub-065_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-066_ses-01_run-01_T1w.nii.gz	sub-066	ses-01	01	sub-066_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-066/ses-01/anat/sub-066_ses-01_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-24
sub-066_ses-01_run-02_T1w.nii.gz	sub-066	ses-01	02	sub-066_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-066/ses-01/anat/sub-066_ses-01_run-02_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-24
sub-066_ses-01_run-03_T1w.nii.gz	sub-066	ses-01	03	sub-066_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-066/ses-01/anat/sub-066_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-24
sub-066_ses-02_run-01_T1w.nii.gz	sub-066	ses-02	01	sub-066_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-066/ses-02/anat/sub-066_ses-02_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-24
sub-066_ses-02_run-02_T1w.nii.gz	sub-066	ses-02	02	sub-066_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-066/ses-02/anat/sub-066_ses-02_run-02_T1w.nii.gz	80.0	80.0	0.721928	10	8	Pizarro2023-FINAL	2026-07-24
sub-066_ses-02_run-03_T1w.nii.gz	sub-066	ses-02	03	sub-066_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-066/ses-02/anat/sub-066_ses-02_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-24
sub-067_ses-01_run-01_T1w.nii.gz	sub-067	ses-01	01	sub-067_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-067/ses-01/anat/sub-067_ses-01_run-01_T1w.nii.gz	50.0	50.0	1.0	10	5	Pizarro2023-FINAL	2026-07-24
sub-067_ses-01_run-02_T1w.nii.gz	sub-067	ses-01	02	sub-067_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-067/ses-01/anat/sub-067_ses-01_run-02_T1w.nii.gz	30.0	70.0	0.881291	10	3	Pizarro2023-FINAL	2026-07-24
sub-067_ses-01_run-03_T1w.nii.gz	sub-067	ses-01	03	sub-067_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-067/ses-01/anat/sub-067_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-24
sub-067_ses-02_run-01_T1w.nii.gz	sub-067	ses-02	01	sub-067_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-067/ses-02/anat/sub-067_ses-02_run-01_T1w.nii.gz	80.0	80.0	0.721928	10	8	Pizarro2023-FINAL	2026-07-24
sub-067_ses-02_run-02_T1w.nii.gz	sub-067	ses-02	02	sub-067_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-067/ses-02/anat/sub-067_ses-02_run-02_T1w.nii.gz	70.0	70.0	0.881291	10	7	Pizarro2023-FINAL	2026-07-24
sub-067_ses-02_run-03_T1w.nii.gz	sub-067	ses-02	03	sub-067_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-067/ses-02/anat/sub-067_ses-02_run-03_T1w.nii.gz	80.0	80.0	0.721928	10	8	Pizarro2023-FINAL	2026-07-24
sub-068_ses-01_run-01_T1w.nii.gz	sub-068	ses-01	01	sub-068_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-068/ses-01/anat/sub-068_ses-01_run-01_T1w.nii.gz	60.0	60.0	0.970951	10	6	Pizarro2023-FINAL	2026-07-24
sub-068_ses-01_run-02_T1w.nii.gz	sub-068	ses-01	02	sub-068_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-068/ses-01/anat/sub-068_ses-01_run-02_T1w.nii.gz	10.0	90.0	0.468996	10	1	Pizarro2023-FINAL	2026-07-24
sub-068_ses-01_run-03_T1w.nii.gz	sub-068	ses-01	03	sub-068_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-068/ses-01/anat/sub-068_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-24
sub-068_ses-02_run-01_T1w.nii.gz	sub-068	ses-02	01	sub-068_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-068/ses-02/anat/sub-068_ses-02_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-24
sub-068_ses-02_run-02_T1w.nii.gz	sub-068	ses-02	02	sub-068_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-068/ses-02/anat/sub-068_ses-02_run-02_T1w.nii.gz	60.0	60.0	0.970951	10	6	Pizarro2023-FINAL	2026-07-24
sub-068_ses-02_run-03_T1w.nii.gz	sub-068	ses-02	03	sub-068_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-068/ses-02/anat/sub-068_ses-02_run-03_T1w.nii.gz	80.0	80.0	0.721928	10	8	Pizarro2023-FINAL	2026-07-24
sub-069_ses-01_run-01_T1w.nii.gz	sub-069	ses-01	01	sub-069_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-069/ses-01/anat/sub-069_ses-01_run-01_T1w.nii.gz	40.0	60.0	0.970951	10	4	Pizarro2023-FINAL	2026-07-24
sub-069_ses-01_run-02_T1w.nii.gz	sub-069	ses-01	02	sub-069_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-069/ses-01/anat/sub-069_ses-01_run-02_T1w.nii.gz	90.0	90.0	0.468996	10	9	Pizarro2023-FINAL	2026-07-24
sub-069_ses-01_run-03_T1w.nii.gz	sub-069	ses-01	03	sub-069_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-069/ses-01/anat/sub-069_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-24
sub-069_ses-02_run-01_T1w.nii.gz	sub-069	ses-02	01	sub-069_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-069/ses-02/anat/sub-069_ses-02_run-01_T1w.nii.gz	50.0	50.0	1.0	10	5	Pizarro2023-FINAL	2026-07-24
sub-069_ses-02_run-02_T1w.nii.gz	sub-069	ses-02	02	sub-069_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-069/ses-02/anat/sub-069_ses-02_run-02_T1w.nii.gz	20.0	80.0	0.721928	10	2	Pizarro2023-FINAL	2026-07-24
sub-069_ses-02_run-03_T1w.nii.gz	sub-069	ses-02	03	sub-069_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-069/ses-02/anat/sub-069_ses-02_run-03_T1w.nii.gz	90.0	90.0	0.468996	10	9	Pizarro2023-FINAL	2026-07-24
sub-070_ses-01_run-01_T1w.nii.gz	sub-070	ses-01	01	sub-070_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-070/ses-01/anat/sub-070_ses-01_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-070_ses-01_run-02_T1w.nii.gz	sub-070	ses-01	02	sub-070_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-070/ses-01/anat/sub-070_ses-01_run-02_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-071_ses-01_run-01_T1w.nii.gz	sub-071	ses-01	01	sub-071_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-071/ses-01/anat/sub-071_ses-01_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-071_ses-01_run-02_T1w.nii.gz	sub-071	ses-01	02	sub-071_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-071/ses-01/anat/sub-071_ses-01_run-02_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-071_ses-01_run-03_T1w.nii.gz	sub-071	ses-01	03	sub-071_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-071/ses-01/anat/sub-071_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-072_ses-01_run-01_T1w.nii.gz	sub-072	ses-01	01	sub-072_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-072/ses-01/anat/sub-072_ses-01_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-24
sub-072_ses-01_run-02_T1w.nii.gz	sub-072	ses-01	02	sub-072_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-072/ses-01/anat/sub-072_ses-01_run-02_T1w.nii.gz	80.0	80.0	0.721928	10	8	Pizarro2023-FINAL	2026-07-24
sub-072_ses-01_run-03_T1w.nii.gz	sub-072	ses-01	03	sub-072_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-072/ses-01/anat/sub-072_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-24
sub-072_ses-02_run-01_T1w.nii.gz	sub-072	ses-02	01	sub-072_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-072/ses-02/anat/sub-072_ses-02_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-24
sub-072_ses-02_run-02_T1w.nii.gz	sub-072	ses-02	02	sub-072_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-072/ses-02/anat/sub-072_ses-02_run-02_T1w.nii.gz	40.0	60.0	0.970951	10	4	Pizarro2023-FINAL	2026-07-24
sub-072_ses-02_run-03_T1w.nii.gz	sub-072	ses-02	03	sub-072_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-072/ses-02/anat/sub-072_ses-02_run-03_T1w.nii.gz	80.0	80.0	0.721928	10	8	Pizarro2023-FINAL	2026-07-24
sub-073_ses-01_run-01_T1w.nii.gz	sub-073	ses-01	01	sub-073_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-073/ses-01/anat/sub-073_ses-01_run-01_T1w.nii.gz	20.0	80.0	0.721928	10	2	Pizarro2023-FINAL	2026-07-24
sub-073_ses-01_run-02_T1w.nii.gz	sub-073	ses-01	02	sub-073_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-073/ses-01/anat/sub-073_ses-01_run-02_T1w.nii.gz	50.0	50.0	1.0	10	5	Pizarro2023-FINAL	2026-07-24
sub-073_ses-01_run-03_T1w.nii.gz	sub-073	ses-01	03	sub-073_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-073/ses-01/anat/sub-073_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-24
sub-073_ses-02_run-01_T1w.nii.gz	sub-073	ses-02	01	sub-073_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-073/ses-02/anat/sub-073_ses-02_run-01_T1w.nii.gz	70.0	70.0	0.881291	10	7	Pizarro2023-FINAL	2026-07-24
sub-073_ses-02_run-02_T1w.nii.gz	sub-073	ses-02	02	sub-073_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-073/ses-02/anat/sub-073_ses-02_run-02_T1w.nii.gz	60.0	60.0	0.970951	10	6	Pizarro2023-FINAL	2026-07-24
sub-073_ses-02_run-03_T1w.nii.gz	sub-073	ses-02	03	sub-073_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-073/ses-02/anat/sub-073_ses-02_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-24
sub-074_ses-01_run-01_T1w.nii.gz	sub-074	ses-01	01	sub-074_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-074/ses-01/anat/sub-074_ses-01_run-01_T1w.nii.gz	40.0	60.0	0.970951	10	4	Pizarro2023-FINAL	2026-07-24
sub-074_ses-01_run-02_T1w.nii.gz	sub-074	ses-01	02	sub-074_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-074/ses-01/anat/sub-074_ses-01_run-02_T1w.nii.gz	40.0	60.0	0.970951	10	4	Pizarro2023-FINAL	2026-07-24
sub-074_ses-01_run-03_T1w.nii.gz	sub-074	ses-01	03	sub-074_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-074/ses-01/anat/sub-074_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-24
sub-074_ses-02_run-01_T1w.nii.gz	sub-074	ses-02	01	sub-074_ses-02_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-074/ses-02/anat/sub-074_ses-02_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-24
sub-074_ses-02_run-02_T1w.nii.gz	sub-074	ses-02	02	sub-074_ses-02_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-074/ses-02/anat/sub-074_ses-02_run-02_T1w.nii.gz	30.0	70.0	0.881291	10	3	Pizarro2023-FINAL	2026-07-24
sub-074_ses-02_run-03_T1w.nii.gz	sub-074	ses-02	03	sub-074_ses-02_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-074/ses-02/anat/sub-074_ses-02_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-24
sub-075_ses-01_run-01_T1w.nii.gz	sub-075	ses-01	01	sub-075_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-075/ses-01/anat/sub-075_ses-01_run-01_T1w.nii.gz	40.0	60.0	0.970951	10	4	Pizarro2023-FINAL	2026-07-22
sub-075_ses-01_run-02_T1w.nii.gz	sub-075	ses-01	02	sub-075_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-075/ses-01/anat/sub-075_ses-01_run-02_T1w.nii.gz	20.0	80.0	0.721928	10	2	Pizarro2023-FINAL	2026-07-22
sub-075_ses-01_run-03_T1w.nii.gz	sub-075	ses-01	03	sub-075_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-075/ses-01/anat/sub-075_ses-01_run-03_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-076_ses-01_run-01_T1w.nii.gz	sub-076	ses-01	01	sub-076_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-076/ses-01/anat/sub-076_ses-01_run-01_T1w.nii.gz	100.0	100.0	0.0	10	10	Pizarro2023-FINAL	2026-07-22
sub-076_ses-01_run-02_T1w.nii.gz	sub-076	ses-01	02	sub-076_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-076/ses-01/anat/sub-076_ses-01_run-02_T1w.nii.gz	90.0	90.0	0.468996	10	9	Pizarro2023-FINAL	2026-07-22
sub-077_ses-01_run-01_T1w.nii.gz	sub-077	ses-01	01	sub-077_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-077/ses-01/anat/sub-077_ses-01_run-01_T1w.nii.gz	80.0	80.0	0.721928	10	8	Pizarro2023-FINAL	2026-07-22
sub-077_ses-01_run-02_T1w.nii.gz	sub-077	ses-01	02	sub-077_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-077/ses-01/anat/sub-077_ses-01_run-02_T1w.nii.gz	80.0	80.0	0.721928	10	8	Pizarro2023-FINAL	2026-07-22
sub-077_ses-01_run-03_T1w.nii.gz	sub-077	ses-01	03	sub-077_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-077/ses-01/anat/sub-077_ses-01_run-03_T1w.nii.gz	70.0	70.0	0.881291	10	7	Pizarro2023-FINAL	2026-07-22
sub-078_ses-01_run-01_T1w.nii.gz	sub-078	ses-01	01	sub-078_ses-01_run-01_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-078/ses-01/anat/sub-078_ses-01_run-01_T1w.nii.gz	40.0	60.0	0.970951	10	4	Pizarro2023-FINAL	2026-07-24
sub-078_ses-01_run-02_T1w.nii.gz	sub-078	ses-01	02	sub-078_ses-01_run-02_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-078/ses-01/anat/sub-078_ses-01_run-02_T1w.nii.gz	50.0	50.0	1.0	10	5	Pizarro2023-FINAL	2026-07-24
sub-078_ses-01_run-03_T1w.nii.gz	sub-078	ses-01	03	sub-078_ses-01_run-03_T1w.nii.gz	/lustre07/scratch/alexrees/bids/sub-078/ses-01/anat/sub-078_ses-01_run-03_T1w.nii.gz	70.0	70.0	0.881291	10	7	Pizarro2023-FINAL	2026-07-24
